datetime,timestamp,zone_name,total_consumption_avg,power_production_biomass_avg,power_production_coal_avg,power_production_gas_avg,power_production_hydro_avg,power_production_nuclear_avg,power_production_oil_avg,power_production_solar_avg,power_production_wind_avg,power_production_geothermal_avg,power_production_unknown_avg
2019-03-12 14:00:00,1552399200,KR,62590.924987210914,710.2130869725252,25737.651806858645,16265.58909919145,614.1127544987252,14882.091463397788,382.9430730026352,2698.0697051283923,220.67944662374285,0.0,1079.574551536999
2019-03-12 15:00:00,1552402800,KR,61509.07335543142,710.2130869725252,24421.776855257016,15433.987155498711,582.715345085928,14882.091463397788,382.9430730026352,3673.275622644679,342.49620203513615,0.0,1079.574551536999
2019-03-12 16:00:00,1552406400,KR,61263.5901032833,710.2130869725252,23686.96265165504,14969.601904282661,565.1823246687919,14882.091463397788,382.9430730026352,4453.4403566577075,533.5806911091432,0.0,1079.574551536999
2019-03-12 17:00:00,1552410000,KR,62008.78014033782,710.2130869725252,23879.46277986557,15091.257446540785,569.7754703397277,14882.091463397788,382.9430730026352,4706.993895211942,706.4683734698436,0.0,1079.574551536999
2019-03-12 18:00:00,1552413600,KR,63679.99172099378,710.2130869725252,25906.321727133705,16372.184511903359,618.1372999436048,14882.091463397788,382.9430730026352,2769.5848057462536,958.9412013568999,0.0,1079.574551536999
2019-03-12 19:00:00,1552417200,KR,66997.55159332011,710.2130869725252,28906.096595481828,18267.971499962197,689.7133714944057,14882.091463397788,382.9430730026352,864.682580197774,1214.2653712739575,0.0,1079.574551536999
2019-03-12 20:00:00,1552420800,KR,69020.69885690858,710.2130869725252,30909.053602086562,19533.79310238582,737.504889294828,14882.091463397788,382.9430730026352,0.0,785.5250882314183,0.0,1079.574551536999
2019-03-12 21:00:00,1552424400,KR,67650.00501569298,710.2130869725252,30251.820843460384,19118.437495177997,721.8229994792559,14882.091463397788,382.9430730026352,0.0,503.1015026653799,0.0,1079.574551536999
2019-03-12 22:00:00,1552428000,KR,64795.367785743154,710.2130869725252,28663.58716291774,18114.71125647276,683.9269797621124,14882.091463397788,382.9430730026352,0.0,278.3202116805936,0.0,1079.574551536999
2019-03-12 23:00:00,1552431600,KR,61640.66605339177,710.2130869725252,26878.725405861547,16986.720709510722,641.3393195415666,14882.091463397788,382.9430730026352,0.0,79.05844356797455,0.0,1079.574551536999
2019-03-13 00:00:00,1552435200,KR,58879.895320632255,710.2130869725252,25238.523534678225,15950.151799627363,602.2033137938342,14882.091463397788,382.9430730026352,0.0,34.19449762288848,0.0,1079.574551536999
2019-03-13 01:00:00,1552438800,KR,58026.136636340154,698.7471730396907,24909.85256430374,15742.439495759798,594.3610663170596,14641.830078484034,376.76071393777994,0.0,0.0,0.0,1062.1455444980445
2019-03-13 02:00:00,1552442400,KR,57961.34076616569,698.7471730396907,24869.80402152385,15717.129760988058,593.4054888189731,14641.830078484034,376.76071393777994,0.0,1.5179848752450258,0.0,1062.1455444980445
2019-03-13 03:00:00,1552446000,KR,58537.21721527363,698.7471730396907,25210.979363581493,15932.744532931112,601.5460966199624,14641.830078484034,376.76071393777994,0.0,12.463712181511546,0.0,1062.1455444980445
2019-03-13 04:00:00,1552449600,KR,60338.321434407735,698.7471730396907,26281.09354410665,16609.0314638547,627.0795357993411,14641.830078484034,376.76071393777994,0.0,41.633380687479544,0.0,1062.1455444980445
2019-03-13 05:00:00,1552453200,KR,64136.07847285739,698.7471730396907,28520.467867831863,18024.263236447383,680.5120845266548,14641.830078484034,376.76071393777994,0.0,131.35177409193548,0.0,1062.1455444980445
2019-03-13 06:00:00,1552456800,KR,70504.28864032977,698.7471730396907,32264.015134713718,20390.096843702693,769.8349233354523,14641.830078484034,376.76071393777994,0.0,300.85822861835214,0.0,1062.1455444980445
2019-03-13 07:00:00,1552460400,KR,74136.0,698.7471730396907,34291.40667757061,21671.36049691981,818.2094609263089,14641.830078484034,376.76071393777994,0.0,575.5398546237172,0.0,1062.1455444980445
2019-03-13 08:00:00,1552464000,KR,72913.99159603292,698.7471730396907,33754.35231922413,21331.954805120615,805.3950855592518,14641.830078484034,376.76071393777994,0.0,242.8058761693807,0.0,1062.1455444980445
2019-03-13 09:00:00,1552467600,KR,69810.71881856788,698.7471730396907,31902.461586729936,20161.60352609196,761.208081737108,14641.830078484034,376.76071393777994,121.35074867586911,84.61136537345841,0.0,1062.1455444980445
2019-03-13 10:00:00,1552471200,KR,67357.21727933314,698.7471730396907,29590.370327625522,18700.41636486061,706.040471947521,14641.830078484034,376.76071393777994,1568.5707884399378,12.335816499993937,0.0,1062.1455444980445
2019-03-13 11:00:00,1552474800,KR,65357.85382626886,698.7471730396907,27809.741759755016,17575.101093653735,663.5538176575337,14641.830078484034,376.76071393777994,2444.992862210104,84.98078303292073,0.0,1062.1455444980445
2019-03-13 12:00:00,1552478400,KR,63590.74514641177,698.7471730396907,26353.73994551789,16654.94227668865,628.8129138872049,14641.830078484034,376.76071393777994,2930.39585691358,243.37064344489477,0.0,1062.1455444980445
2019-03-13 13:00:00,1552482000,KR,62356.0631974444,698.7471730396907,25060.96036556544,15837.936063335173,597.9665711531433,14641.830078484034,376.76071393777994,3505.688295080663,574.0283923504218,0.0,1062.1455444980445
2019-03-13 14:00:00,1552485600,KR,60839.91586100065,698.7471730396907,23856.478249855594,15076.731765504073,569.2270483958296,14641.830078484034,376.76071393777994,3982.1023454377787,575.892941847829,0.0,1062.1455444980445
2019-03-13 15:00:00,1552489200,KR,60197.12192903838,698.7471730396907,23483.127879834472,14840.783134511388,560.3187289482222,14641.830078484034,376.76071393777994,3955.135512398697,578.273163386057,0.0,1062.1455444980445
2019-03-13 16:00:00,1552492800,KR,60528.620002408454,698.7471730396907,23779.979524629878,15028.38637484952,567.4017520083991,14641.830078484034,376.76071393777994,3797.8289863373852,575.5398546237172,0.0,1062.1455444980445
2019-03-13 17:00:00,1552496400,KR,61426.98797353684,698.7471730396907,24656.387125961774,15582.255314939614,588.3132590159703,14641.830078484034,376.76071393777994,3245.008909036204,575.5398546237172,0.0,1062.1455444980445
2019-03-13 18:00:00,1552500000,KR,62492.49937682387,698.7471730396907,26095.171190739067,16491.532920206442,622.6433390007262,14641.830078484034,376.76071393777994,1928.1285622943649,575.5398546237172,0.0,1062.1455444980445
2019-03-13 19:00:00,1552503600,KR,64356.181222734405,698.7471730396907,28010.561071467684,17702.014163735374,668.3454630491905,14641.830078484034,376.76071393777994,620.2371598988865,575.5398546237172,0.0,1062.1455444980445
2019-03-13 20:00:00,1552507200,KR,65003.33916845412,698.7471730396907,28942.24405679779,18290.815843228494,690.5758673119522,14641.830078484034,376.76071393777994,0.0,300.21989115632704,0.0,1062.1455444980445
2019-03-13 21:00:00,1552510800,KR,63001.47042191724,698.7471730396907,27835.248134149813,17591.22052088157,664.1624120217131,14641.830078484034,376.76071393777994,0.0,131.35584490458365,0.0,1062.1455444980445
